table,lev,time,kuski
18,22,"42,20",Jokke
18,23,"47,95","3 Litre"
18,24,"1:00,02",Jokke
18,25,"25,11","AnTTiM [HfK]"
18,26,"27,65",Champi0N
18,27,"38,00",Champi0N
18,28,"54,21",Petri
18,29,"49,82",zeth
18,30,"34,25",KingKong
18,31,"1:26,15",zeth
18,32,"43,95",KingKong
18,33,"1:25,60",Elbono
18,34,"38,13",Markku
18,35,"2:38,45",loX
18,36,"1:03,40",Jokke
18,37,"1:00,70",Ntc
18,38,"33,76",TuA
18,39,"44,90",KingKong
18,40,"1:30,19",loX
18,41,"40,88",KingKong
18,42,"51,45",Jokke
18,43,"1:01,57",Karlis
18,44,"33,65",Tier
18,45,"33,65",Jeppe
18,46,"1:09,71",KingKong
18,47,"25,65",mr
18,48,"54,77",Joni
18,49,"43,30",KingKong
18,50,"59,77",loX
18,51,"56,53",Fulgore
18,52,"26,61",ramone
18,53,"18,17",oizo!
18,54,"1:54,56",Markku
19,1,"14,30",Bjorn
19,2,"16,82",zyntifox
19,3,"19,80",Ufo
19,4,"31,68",Champi0N
19,5,"22,05","mengerle [UA]"
19,6,"33,24",DMC
19,7,"35,56",Champi0N
19,8,"22,46",KingKong
19,9,"1:04,52",Dr_Luni
19,10,"13,66",mr
19,11,"26,52",Joni
19,12,"22,84",Gazoline
19,13,"17,64",TuA
19,14,"18,35",DeG
19,15,"1:06,79",Jokke
19,16,"1:34,20",Champi0N
19,17,"58,34",Ufo
19,18,"46,70",ramone
19,19,"39,82",Champi0N
19,20,"1:06,93",Joni
19,21,"15,14",elg
19,22,"42,20",Jokke
19,23,"47,95","3 Litre"
19,24,"1:00,02",Jokke
19,25,"25,11","AnTTiM [HfK]"
19,26,"27,65",Champi0N
19,27,"38,00",Champi0N
19,28,"54,21",Petri
19,29,"49,82",zeth
19,30,"34,25",KingKong
19,31,"1:26,15",zeth
19,32,"43,95",KingKong
19,33,"1:24,21",Dux
19,34,"38,13",Markku
19,35,"2:38,45",loX
19,36,"1:03,40",Jokke
19,37,"1:00,70",Ntc
19,38,"33,76",TuA
19,39,"44,90",KingKong
19,40,"1:30,19",loX
19,41,"40,88",KingKong
19,42,"51,45",Jokke
19,43,"1:01,57",Karlis
19,44,"33,65",Tier
19,45,"33,59",Jeppe
19,46,"1:09,71",KingKong
19,47,"25,65",mr
19,48,"54,77",Joni
19,49,"43,30",KingKong
19,50,"59,77",loX
19,51,"56,53",Fulgore
19,52,"26,61",ramone
19,53,"18,17",oizo!
19,54,"1:54,56",Markku
20,1,"14,30",Bjorn
20,2,"16,82",zyntifox
20,3,"19,72",Garion
20,4,"31,68",Champi0N
20,5,"21,95",mengerle
20,6,"33,24",DMC
20,7,"35,56",Champi0N
20,8,"22,21",Jokke
20,9,"1:04,52",Dr_Luni
20,10,"13,66",mr
20,11,"26,09",psy
20,12,"22,84",Gazoline
20,13,"17,64",TuA
20,14,"18,35",DeG
20,15,"1:06,79",Jokke
20,16,"1:34,13",pajen
20,17,"58,34",Ufo
20,18,"46,70",ramone
20,19,"39,82",Champi0N
20,20,"1:06,93",Joni
20,21,"15,14",elg
20,22,"42,20",Jokke
20,23,"47,95","3 Litre"
20,24,"1:00,02",Jokke
20,25,"25,11","AnTTiM [HfK]"
20,26,"27,65",Champi0N
20,27,"38,00",Champi0N
20,28,"54,21",Petri
20,29,"49,82",zeth
20,30,"34,25",KingKong
20,31,"1:26,15",zeth
20,32,"43,95",KingKong
20,33,"1:24,21",Dux
20,34,"38,13",Markku
20,35,"2:38,45",loX
20,36,"1:03,40",Jokke
20,37,"1:00,70",Ntc
20,38,"33,76",TuA
20,39,"44,90",KingKong
20,40,"1:29,43",loX
20,41,"40,75",Totalnew
20,42,"51,45",Jokke
20,43,"1:01,57",Karlis
20,44,"33,65",Tier
20,45,"33,50",Jeppe
20,46,"1:09,71",KingKong
20,47,"25,65",mr
20,48,"53,94",zeth
20,49,"43,30",KingKong
20,50,"59,77",loX
20,51,"56,53",Fulgore
20,52,"26,59",Ufo
20,53,"18,17",oizo!
20,54,"1:54,56",Markku
21,1,"14,30",Bjorn
21,2,"16,82",zyntifox
21,3,"19,64","Garion [TWN]"
21,4,"31,68",Champi0N
21,5,"21,95",mengerle
21,6,"33,24",DMC
21,7,"35,56",Champi0N
21,8,"22,21",Jokke
21,9,"1:04,52",Dr_Luni
21,10,"13,66",mr
21,11,"26,09",psy
21,12,"22,79",Stikky
21,13,"17,64",TuA
21,14,"18,35",DeG
21,15,"1:06,79",Jokke
21,16,"1:33,53",Champi0N
21,17,"58,34",Ufo
21,18,"46,42",Eliaz
21,19,"39,82",Champi0N
21,20,"1:06,93",Joni
21,21,"15,14",elg
21,22,"42,20",Jokke
21,23,"47,95","3 Litre"
21,24,"1:00,02",Jokke
21,25,"25,11","AnTTiM [HfK]"
21,26,"27,65",Champi0N
21,27,"38,00",Champi0N
21,28,"54,21",Petri
21,29,"49,82",zeth
21,30,"34,25",KingKong
21,31,"1:26,15",zeth
21,32,"43,95",KingKong
21,33,"1:24,21",Dux
21,34,"38,13",Markku
21,35,"2:38,45",loX
21,36,"1:03,40",Jokke
21,37,"1:00,70",Ntc
21,38,"33,76",TuA
21,39,"44,90",KingKong
21,40,"1:29,43",loX
21,41,"40,75",Totalnew
21,42,"51,45",Jokke
21,43,"1:01,57",Karlis
21,44,"33,65",Tier
21,45,"33,41",Hotwax
21,46,"1:09,71",KingKong
21,47,"25,65",mr
21,48,"53,94",zeth
21,49,"43,30",KingKong
21,50,"59,77",loX
21,51,"56,53",Fulgore
21,52,"26,21",Tuska
21,53,"18,17",oizo!
21,54,"1:54,56",Markku
22,1,"14,30",Bjorn
22,2,"16,82",zyntifox
22,3,"19,64","Garion [TWN]"
22,4,"31,68",Champi0N
22,5,"21,95",mengerle
22,6,"33,24",DMC
22,7,"35,56",Champi0N
22,8,"22,16",kuiva
22,9,"1:04,52",Dr_Luni
22,10,"13,66",mr
22,11,"26,09",psy
22,12,"22,78",Stikky
22,13,"17,64",TuA
22,14,"18,35",DeG
22,15,"1:06,79",Jokke
22,16,"1:33,52",Champi0N
22,17,"58,34",Ufo
22,18,"46,42",Eliaz
22,19,"39,82",Champi0N
22,20,"1:06,93",Joni
22,21,"15,08",zyntifox
22,22,"42,20",Jokke
22,23,"47,95","3 Litre"
22,24,"1:00,02",Jokke
22,25,"25,11","AnTTiM [HfK]"
22,26,"27,65",Champi0N
22,27,"38,00",Champi0N
22,28,"54,21",Petri
22,29,"49,82",zeth
22,30,"34,25",KingKong
22,31,"1:26,15",zeth
22,32,"43,95",KingKong
22,33,"1:23,86",DMC
22,34,"38,13",Markku
22,35,"2:38,45",loX
22,36,"1:03,40",Jokke
22,37,"1:00,70",Ntc
22,38,"33,76",TuA
22,39,"44,90",KingKong
22,40,"1:29,43",loX
22,41,"40,75",Totalnew
22,42,"51,33",Mandel
22,43,"1:01,57",Karlis
22,44,"33,65",Tier
22,45,"33,37",Jeppe
22,46,"1:09,71",KingKong
22,47,"25,65",mr
22,48,"53,63","onlainari [UA]"
22,49,"43,30",KingKong
22,50,"59,77",loX
22,51,"56,53",Fulgore
22,52,"26,21",Tuska
22,53,"18,17",oizo!
22,54,"1:54,56",Markku
23,1,"14,30",Bjorn
23,2,"16,82",zyntifox
23,3,"19,64","Garion [TWN]"
23,4,"31,68",Champi0N
23,5,"21,95",mengerle
23,6,"33,24",DMC
23,7,"35,56",Champi0N
23,8,"22,16",kuiva
23,9,"1:04,52",Dr_Luni
23,10,"13,66",mr
23,11,"26,09",psy
23,12,"22,78",Stikky
23,13,"17,64",TuA
23,14,"18,35",DeG
23,15,"1:06,79",Jokke
23,16,"1:33,52",Champi0N
23,17,"58,34",Ufo
23,18,"46,40",LocDog
23,19,"39,82",Champi0N
23,20,"1:06,93",Joni
23,21,"15,08",zyntifox
23,22,"41,97",TuA
23,23,"47,95","3 Litre"
23,24,"1:00,02",Jokke
23,25,"25,05","AnTTiM [HfK]"
23,26,"27,65",Champi0N
23,27,"37,79",mason
23,28,"54,21",Petri
23,29,"49,82",zeth
23,30,"34,25",KingKong
23,31,"1:26,15",zeth
23,32,"43,95",KingKong
23,33,"1:23,86",DMC
23,34,"38,13",Markku
23,35,"2:38,45",loX
23,36,"1:03,40",Jokke
23,37,"1:00,70",Ntc
23,38,"33,76",TuA
23,39,"44,90",KingKong
23,40,"1:29,43",loX
23,41,"40,60",KingKong
23,42,"51,33",Mandel
23,43,"1:01,57",Karlis
23,44,"33,65",Tier
23,45,"33,37",Jeppe
23,46,"1:09,71",KingKong
23,47,"25,65",mr
23,48,"53,63","onlainari [UA]"
23,49,"43,30",KingKong
23,50,"59,77",loX
23,51,"56,53",Fulgore
23,52,"26,21",Tuska
23,53,"18,17",oizo!
23,54,"1:54,41",KingKong
24,1,"14,30",Bjorn
24,2,"16,82",zyntifox
24,3,"19,64","Garion [TWN]"
24,4,"31,68",Champi0N
24,5,"21,95",mengerle
24,6,"32,95",zyntifox
24,7,"35,56",Champi0N
24,8,"22,16",kuiva
24,9,"1:04,52",Dr_Luni
24,10,"13,66",mr
24,11,"26,09",psy
24,12,"22,78",Stikky
24,13,"17,64",TuA
24,14,"18,35",DeG
24,15,"1:06,79",Jokke
24,16,"1:33,52",Champi0N
24,17,"58,34",Ufo
24,18,"46,40",LocDog
24,19,"39,82",Champi0N
24,20,"1:06,93",Joni
24,21,"15,08",zyntifox
24,22,"41,97",TuA
24,23,"47,95","3 Litre"
24,24,"59,90",Jokke
24,25,"25,05","AnTTiM [HfK]"
24,26,"27,65",Champi0N
24,27,"37,79",mason
24,28,"54,21",Petri
24,29,"49,82",zeth
24,30,"34,25",KingKong
24,31,"1:24,46",zeth
24,32,"43,95",KingKong
24,33,"1:21,18",Doc
24,34,"38,13",Markku
24,35,"2:38,45",loX
24,36,"1:03,14",Jokke
24,37,"1:00,70",Ntc
24,38,"33,76",TuA
24,39,"44,90",KingKong
24,40,"1:29,43",loX
24,41,"40,60",KingKong
24,42,"51,33",Mandel
24,43,"1:01,57",Karlis
24,44,"33,65",Tier
24,45,"33,37",Jeppe
24,46,"1:09,71",KingKong
24,47,"25,65",mr
24,48,"53,63","onlainari [UA]"
24,49,"43,30",KingKong
24,50,"59,77",loX
24,51,"56,53",Fulgore
24,52,"26,21",Tuska
24,53,"18,17",oizo!
24,54,"1:54,41",KingKong
25,1,"14,30",Bjorn
25,2,"16,82",zyntifox
25,3,"19,64","Garion [TWN]"
25,4,"31,68",Champi0N
25,5,"21,95",mengerle
25,6,"32,95",zyntifox
25,7,"35,56",Champi0N
25,8,"22,16",kuiva
25,9,"1:04,52",Dr_Luni
25,10,"13,66",mr
25,11,"26,09",psy
25,12,"22,78",Stikky
25,13,"17,48",TheGepi
25,14,"18,35",DeG
25,15,"1:06,79",Jokke
25,16,"1:33,52",Champi0N
25,17,"58,34",Ufo
25,18,"46,40",LocDog
25,19,"39,82",Champi0N
25,20,"1:06,93",Joni
25,21,"15,07",Jeppe
25,22,"41,97",TuA
25,23,"47,95","3 Litre"
25,24,"59,90",Jokke
25,25,"25,05","AnTTiM [HfK]"
25,26,"27,65",Champi0N
25,27,"37,79",mason
25,28,"54,21",Petri
25,29,"49,82",zeth
25,30,"34,25",KingKong
25,31,"1:24,46",zeth
25,32,"43,95",KingKong
25,33,"1:21,18",Doc
25,34,"38,13",Markku
25,35,"2:38,45",loX
25,36,"1:03,14",Jokke
25,37,"1:00,70",Ntc
25,38,"33,76",TuA
25,39,"44,90",KingKong
25,40,"1:29,43",loX
25,41,"40,60",KingKong
25,42,"51,33",Mandel
25,43,"1:01,57",Karlis
25,44,"33,65",Tier
25,45,"33,37",Jeppe
25,46,"1:09,71",KingKong
25,47,"25,65",mr
25,48,"53,63","onlainari [UA]"
25,49,"43,30",KingKong
25,50,"59,77",loX
25,51,"56,53",Fulgore
25,52,"26,21",Tuska
25,53,"18,17",oizo!
25,54,"1:54,41",KingKong
26,1,"14,30",Bjorn
26,2,"16,82",zyntifox
26,3,"19,64","Garion [TWN]"
26,4,"31,68",Champi0N
26,5,"21,95",mengerle
26,6,"32,95",zyntifox
26,7,"35,56",Champi0N
26,8,"22,16",kuiva
26,9,"1:04,52",Dr_Luni
26,10,"13,66",mr
26,11,"26,09",psy
26,12,"22,78",Stikky
26,13,"17,48",TheGepi
26,14,"18,35",DeG
26,15,"1:06,79",Jokke
26,16,"1:33,52",Champi0N
26,17,"58,34",Ufo
26,18,"46,40",LocDog
26,19,"39,82",Champi0N
26,20,"1:06,93",Joni
26,21,"15,07",Jeppe
26,22,"41,97",TuA
26,23,"47,95","3 Litre"
26,24,"59,90",Jokke
26,25,"25,05","AnTTiM [HfK]"
26,26,"27,65",Champi0N
26,27,"37,79",mason
26,28,"54,21",Petri
26,29,"49,82",zeth
26,30,"34,25",KingKong
26,31,"1:24,46",zeth
26,32,"43,95",KingKong
26,33,"1:21,18",Doc
26,34,"38,13",Markku
26,35,"2:38,45",loX
26,36,"1:03,14",Jokke
26,37,"1:00,70",Ntc
26,38,"33,76",TuA
26,39,"44,90",KingKong
26,40,"1:29,43",loX
26,41,"40,60",KingKong
26,42,"51,33",Mandel
26,43,"1:01,57",Karlis
26,44,"33,65",Tier
26,45,"33,34",Hotwax
26,46,"1:09,71",KingKong
26,47,"25,65",mr
26,48,"53,63","onlainari [UA]"
26,49,"43,30",KingKong
26,50,"59,77",loX
26,51,"56,53",Fulgore
26,52,"26,21",Tuska
26,53,"18,17",oizo!
26,54,"1:54,41",KingKong
27,1,"14,30",Bjorn
27,2,"16,82",zyntifox
27,3,"19,64","Garion [TWN]"
27,4,"31,68",Champi0N
27,5,"21,95",mengerle
27,6,"32,95",zyntifox
27,7,"35,56",Champi0N
27,8,"22,16",kuiva
27,9,"1:04,52",Dr_Luni
27,10,"13,66",mr
27,11,"26,09",psy
27,12,"22,78",Stikky
27,13,"17,48",TheGepi
27,14,"18,35",DeG
27,15,"1:06,79",Jokke
27,16,"1:33,52",Champi0N
27,17,"58,34",Ufo
27,18,"46,40",LocDog
27,19,"39,82",Champi0N
27,20,"1:06,93",Joni
27,21,"15,07",Jeppe
27,22,"41,97",TuA
27,23,"47,95","3 Litre"
27,24,"59,90",Jokke
27,25,"25,05","AnTTiM [HfK]"
27,26,"27,65",Champi0N
27,27,"37,79",mason
27,28,"54,21",Petri
27,29,"49,82",zeth
27,30,"34,25",KingKong
27,31,"1:24,46",zeth
27,32,"43,95",KingKong
27,33,"1:21,18",Doc
27,34,"38,13",Markku
27,35,"2:38,45",loX
27,36,"1:03,14",Jokke
27,37,"1:00,70",Ntc
27,38,"33,76",TuA
27,39,"44,90",KingKong
27,40,"1:29,43",loX
27,41,"40,60",KingKong
27,42,"51,33",Mandel
27,43,"1:01,57",Karlis
27,44,"33,65",Tier
27,45,"33,34",Hotwax
27,46,"1:09,71",KingKong
27,47,"25,65",mr
27,48,"53,63","onlainari [UA]"
27,49,"43,30",KingKong
27,50,"59,77",loX
27,51,"56,53",Fulgore
27,52,"26,21",Tuska
27,53,"18,17",oizo!
27,54,"1:54,41",KingKong
28,1,"14,26",zyntifox
28,2,"16,82",zyntifox
28,3,"19,64","Garion [TWN]"
28,4,"31,68",Champi0N
28,5,"21,95",mengerle
28,6,"32,95",zyntifox
28,7,"35,56",Champi0N
28,8,"22,09",SoGe
28,9,"1:04,52",Dr_Luni
28,10,"13,66",mr
28,11,"26,09",psy
28,12,"22,78",Stikky
28,13,"17,48",TheGepi
28,14,"18,35",DeG
28,15,"1:06,79",Jokke
28,16,"1:33,52",Champi0N
28,17,"58,34",Ufo
28,18,"46,40",LocDog
28,19,"39,82",Champi0N
28,20,"1:06,93",Joni
28,21,"15,07",Jeppe
28,22,"41,97",TuA
28,23,"47,95","3 Litre"
28,24,"59,90",Jokke
28,25,"25,05","AnTTiM [HfK]"
28,26,"27,65",Champi0N
28,27,"37,79",mason
28,28,"54,21",Petri
28,29,"49,82",zeth
28,30,"34,20",Qazz
28,31,"1:24,46",zeth
28,32,"43,95",KingKong
28,33,"1:21,18",Doc
28,34,"38,13",Markku
28,35,"2:38,45",loX
28,36,"1:03,14",Jokke
28,37,"1:00,70",Ntc
28,38,"33,76",TuA
28,39,"44,90",KingKong
28,40,"1:29,43",loX
28,41,"40,60",KingKong
28,42,"51,33",Mandel
28,43,"1:01,57",Karlis
28,44,"33,65",Tier
28,45,"33,34",Hotwax
28,46,"1:09,71",KingKong
28,47,"25,65",mr
28,48,"53,63","onlainari [UA]"
28,49,"43,30",KingKong
28,50,"59,77",loX
28,51,"56,53",Fulgore
28,52,"26,21",Tuska
28,53,"18,17",oizo!
28,54,"1:54,41",KingKong
29,1,"14,25",zyntifox
29,2,"16,82",zyntifox
29,3,"19,64","Garion [TWN]"
29,4,"31,68",Champi0N
29,5,"21,95",mengerle
29,6,"32,95",zyntifox
29,7,"35,56",Champi0N
29,8,"22,09",SoGe
29,9,"1:04,52",Dr_Luni
29,10,"13,55",zyntifox
29,11,"26,09",psy
29,12,"22,78",Stikky
29,13,"17,48",TheGepi
29,14,"18,35",DeG
29,15,"1:06,79",Jokke
29,16,"1:33,52",Champi0N
29,17,"58,34",Ufo
29,18,"46,40",LocDog
29,19,"39,82",Champi0N
29,20,"1:06,93",Joni
29,21,"15,07",Jeppe
29,22,"41,97",TuA
29,23,"47,95","3 Litre"
29,24,"59,90",Jokke
29,25,"25,05","AnTTiM [HfK]"
29,26,"27,65",Champi0N
29,27,"37,79",mason
29,28,"54,21",Petri
29,29,"49,82",zeth
29,30,"34,20",Qazz
29,31,"1:24,46",zeth
29,32,"43,95",KingKong
29,33,"1:21,18",Doc
29,34,"38,13",Markku
29,35,"2:38,45",loX
29,36,"1:03,14",Jokke
29,37,"1:00,70",Ntc
29,38,"33,76",TuA
29,39,"44,90",KingKong
29,40,"1:29,43",loX
29,41,"40,60",KingKong
29,42,"51,33",Mandel
29,43,"1:01,57",Karlis
29,44,"33,65",Tier
29,45,"33,34",Hotwax
29,46,"1:09,71",KingKong
29,47,"25,65",mr
29,48,"53,63","onlainari [UA]"
29,49,"43,30",KingKong
29,50,"59,77",loX
29,51,"56,53",Fulgore
29,52,"26,21",Tuska
29,53,"18,17",oizo!
29,54,"1:54,41",KingKong
30,1,"14,24",zyntifox
30,2,"16,82",zyntifox
30,3,"19,64","Garion [TWN]"
30,4,"31,68",Champi0N
30,5,"21,95",mengerle
30,6,"32,95",zyntifox
30,7,"35,56",Champi0N
30,8,"22,09",SoGe
30,9,"1:04,52",Dr_Luni
30,10,"13,55",zyntifox
30,11,"26,09",psy
30,12,"22,78",Stikky
30,13,"17,48",TheGepi
30,14,"18,35",DeG
30,15,"1:06,79",Jokke
30,16,"1:33,52",Champi0N
30,17,"58,34",Ufo
30,18,"46,40",LocDog
30,19,"39,82",Champi0N
30,20,"1:06,93",Joni
30,21,"15,07",Jeppe
30,22,"41,97",TuA
30,23,"47,95","3 Litre"
30,24,"59,90",Jokke
30,25,"25,05","AnTTiM [HfK]"
30,26,"27,65",Champi0N
30,27,"37,79",mason
30,28,"54,21",Petri
30,29,"49,82",zeth
30,30,"34,20",Qazz
30,31,"1:24,46",zeth
30,32,"43,95",KingKong
30,33,"1:21,18",Doc
30,34,"38,13",Markku
30,35,"2:38,45",loX
30,36,"1:03,14",Jokke
30,37,"1:00,70",Ntc
30,38,"33,62",zyntifox
30,39,"44,90",KingKong
30,40,"1:29,43",loX
30,41,"40,60",KingKong
30,42,"51,33",Mandel
30,43,"1:01,57",Karlis
30,44,"33,65",Tier
30,45,"33,34",Hotwax
30,46,"1:09,71",KingKong
30,47,"25,65",mr
30,48,"53,63","onlainari [UA]"
30,49,"43,30",KingKong
30,50,"59,77",loX
30,51,"56,53",Fulgore
30,52,"26,21",Tuska
30,53,"18,17",oizo!
30,54,"1:54,41",KingKong
31,1,"14,23",zyntifox
31,2,"16,82",zyntifox
31,3,"19,64","Garion [TWN]"
31,4,"31,68",Champi0N
31,5,"21,95",mengerle
31,6,"32,95",zyntifox
31,7,"35,39","powell [FES]"
31,8,"22,09",SoGe
31,9,"1:04,52",Dr_Luni
31,10,"13,55",zyntifox
31,11,"26,09",psy
31,12,"22,78",Stikky
31,13,"17,48",TheGepi
31,14,"18,35",DeG
31,15,"1:06,79",Jokke
31,16,"1:33,52",Champi0N
31,17,"58,34",Ufo
31,18,"46,40",LocDog
31,19,"39,82",Champi0N
31,20,"1:06,93",Joni
31,21,"15,07",Jeppe
31,22,"41,97",TuA
31,23,"47,95","3 Litre"
31,24,"59,90",Jokke
31,25,"25,05","AnTTiM [HfK]"
31,26,"27,65",Champi0N
31,27,"37,79",mason
31,28,"54,21",Petri
31,29,"49,82",zeth
31,30,"34,13",Totalnew
31,31,"1:24,46",zeth
31,32,"43,95",KingKong
31,33,"1:21,18",Doc
31,34,"38,13",Markku
31,35,"2:38,45",loX
31,36,"1:03,14",Jokke
31,37,"1:00,70",Ntc
31,38,"33,62",zyntifox
31,39,"44,90",KingKong
31,40,"1:29,43",loX
31,41,"40,60",KingKong
31,42,"51,33",Mandel
31,43,"1:01,57",Karlis
31,44,"33,65",Tier
31,45,"33,34",Hotwax
31,46,"1:09,71",KingKong
31,47,"25,65",mr
31,48,"53,63","onlainari [UA]"
31,49,"43,30",KingKong
31,50,"59,77",loX
31,51,"56,53",Fulgore
31,52,"26,21",Tuska
31,53,"18,17",oizo!
31,54,"1:54,41",KingKong
32,1,"14,22",zyntifox
32,2,"16,82",zyntifox
32,3,"19,64","Garion [TWN]"
32,4,"31,68",Champi0N
32,5,"21,95",mengerle
32,6,"32,95",zyntifox
32,7,"35,39","powell [FES]"
32,8,"22,09",SoGe
32,9,"1:04,52",Dr_Luni
32,10,"13,55",zyntifox
32,11,"26,09",psy
32,12,"22,78",Stikky
32,13,"17,48",TheGepi
32,14,"18,35",DeG
32,15,"1:06,79",Jokke
32,16,"1:33,52",Champi0N
32,17,"58,34",Ufo
32,18,"46,40",LocDog
32,19,"39,82",Champi0N
32,20,"1:06,93",Joni
32,21,"15,07",Jeppe
32,22,"41,97",TuA
32,23,"47,95","3 Litre"
32,24,"59,90",Jokke
32,25,"25,05","AnTTiM [HfK]"
32,26,"27,65",Champi0N
32,27,"37,79",mason
32,28,"54,21",Petri
32,29,"49,82",zeth
32,30,"34,12",Totalnew
32,31,"1:24,46",zeth
32,32,"43,95",KingKong
32,33,"1:21,18",Doc
32,34,"38,13",Markku
32,35,"2:38,45",loX
32,36,"1:03,14",Jokke
32,37,"1:00,70",Ntc
32,38,"33,62",zyntifox
32,39,"44,90",KingKong
32,40,"1:29,43",loX
32,41,"40,60",KingKong
32,42,"51,33",Mandel
32,43,"1:01,57",Karlis
32,44,"33,65",Tier
32,45,"33,34",Hotwax
32,46,"1:09,71",KingKong
32,47,"25,65",mr
32,48,"53,63","onlainari [UA]"
32,49,"43,30",KingKong
32,50,"59,77",loX
32,51,"56,53",Fulgore
32,52,"26,21",Tuska
32,53,"18,17",oizo!
32,54,"1:54,41",KingKong
33,1,"14,21",zyntifox
33,2,"16,82",zyntifox
33,3,"19,64","Garion [TWN]"
33,4,"31,68",Champi0N
33,5,"21,95",mengerle
33,6,"32,95",zyntifox
33,7,"35,39","powell [FES]"
33,8,"22,09",SoGe
33,9,"1:04,52",Dr_Luni
33,10,"13,55",zyntifox
33,11,"26,09",psy
33,12,"22,78",Stikky
33,13,"17,48",TheGepi
33,14,"18,35",DeG
33,15,"1:06,79",Jokke
33,16,"1:33,52",Champi0N
33,17,"58,34",Ufo
33,18,"46,40",LocDog
33,19,"39,82",Champi0N
33,20,"1:06,93",Joni
33,21,"15,07",Jeppe
33,22,"41,97",TuA
33,23,"47,95","3 Litre"
33,24,"59,90",Jokke
33,25,"25,05","AnTTiM [HfK]"
33,26,"27,65",Champi0N
33,27,"37,79",mason
33,28,"54,21",Petri
33,29,"49,82",zeth
33,30,"34,12",Totalnew
33,31,"1:24,46",zeth
33,32,"43,95",KingKong
33,33,"1:21,18",Doc
33,34,"38,13",Markku
33,35,"2:38,45",loX
33,36,"1:03,14",Jokke
33,37,"1:00,70",Ntc
33,38,"33,62",zyntifox
33,39,"44,90",KingKong
33,40,"1:29,43",loX
33,41,"40,60",KingKong
33,42,"51,33",Mandel
33,43,"1:01,57",Karlis
33,44,"18,60",Karlis
33,45,"33,34",Hotwax
33,46,"1:09,71",KingKong
33,47,"25,65",mr
33,48,"52,59",Markku
33,49,"43,30",KingKong
33,50,"59,77",loX
33,51,"56,53",Fulgore
33,52,"26,21",Tuska
33,53,"18,17",oizo!
33,54,"1:54,41",KingKong
34,1,"14,21",zyntifox
34,2,"16,82",zyntifox
34,3,"19,64","Garion [TWN]"
34,4,"31,68",Champi0N
34,5,"21,95",mengerle
34,6,"32,95",zyntifox
34,7,"35,39","powell [FES]"
34,8,"22,09",SoGe
34,9,"1:04,52",Dr_Luni
34,10,"13,55",zyntifox
34,11,"26,09",psy
34,12,"22,78",Stikky
34,13,"17,48",TheGepi
34,14,"18,35",DeG
34,15,"1:06,79",Jokke
34,16,"1:33,52",Champi0N
34,17,"58,34",Ufo
34,18,"46,40",LocDog
34,19,"39,82",Champi0N
34,20,"1:06,93",Joni
34,21,"15,07",Jeppe
34,22,"41,97",TuA
34,23,"47,95","3 Litre"
34,24,"59,90",Jokke
34,25,"25,05","AnTTiM [HfK]"
34,26,"27,65",Champi0N
34,27,"37,79",mason
34,28,"54,21",Petri
34,29,"49,82",zeth
34,30,"34,12",Totalnew
34,31,"1:24,46",zeth
34,32,"43,92",Hotwax
34,33,"1:21,18",Doc
34,34,"38,13",Markku
34,35,"2:38,45",loX
34,36,"1:03,14",Jokke
34,37,"1:00,70",Ntc
34,38,"33,56",TuA
34,39,"44,90",KingKong
34,40,"1:29,43",loX
34,41,"40,60",KingKong
34,42,"51,33",Mandel
34,43,"1:01,57",Karlis
34,44,"17,54",Elbono
34,45,"33,34",Hotwax
34,46,"1:09,71",KingKong
34,47,"25,65",mr
34,48,"52,59",Markku
34,49,"43,30",KingKong
34,50,"59,77",loX
34,51,"56,53",Fulgore
34,52,"26,21",Tuska
34,53,"18,17",oizo!
34,54,"1:54,41",KingKong
35,1,"14,21",zyntifox
35,2,"16,82",zyntifox
35,3,"19,64","Garion [TWN]"
35,4,"31,68",Champi0N
35,5,"21,95",mengerle
35,6,"32,95",zyntifox
35,7,"35,39","powell [FES]"
35,8,"22,09",SoGe
35,9,"1:04,52",Dr_Luni
35,10,"13,55",zyntifox
35,11,"26,09",psy
35,12,"22,78",Stikky
35,13,"17,48",TheGepi
35,14,"18,35",DeG
35,15,"1:06,79",Jokke
35,16,"1:33,52",Champi0N
35,17,"58,34",Ufo
35,18,"46,40",LocDog
35,19,"39,82",Champi0N
35,20,"1:06,93",Joni
35,21,"15,07",Jeppe
35,22,"41,97",TuA
35,23,"47,95","3 Litre"
35,24,"59,90",Jokke
35,25,"25,05","AnTTiM [HfK]"
35,26,"27,58",Jokke
35,27,"37,79",mason
35,28,"54,21",Petri
35,29,"49,82",zeth
35,30,"34,12",Totalnew
35,31,"1:24,46",zeth
35,32,"43,86",Qazz
35,33,"1:19,06",swos
35,34,"38,13",Markku
35,35,"2:38,45",loX
35,36,"1:03,14",Jokke
35,37,"1:00,70",Ntc
35,38,"33,56",TuA
35,39,"44,90",KingKong
35,40,"1:29,43",loX
35,41,"40,60",KingKong
35,42,"51,33",Mandel
35,43,"1:01,03",Karlis
35,44,"17,20",Karlis
35,45,"33,34",Hotwax
35,46,"1:09,71",KingKong
35,47,"24,93",Eliaz
35,48,"52,59",Markku
35,49,"43,30",KingKong
35,50,"59,77",loX
35,51,"56,53",Fulgore
35,52,"26,21",Tuska
35,53,"18,17",oizo!
35,54,"1:54,41",KingKong
36,1,"14,21",zyntifox
