table,lev,lev_name,time,kuski
124,52,"Hang Tight","25,26",Zweq
124,53,Hooked,"17,70",Karlis
124,54,"Apple Harvest","1:31,44",psy
125,1,"Warm Up","14,10",FatherGod
125,2,"Flat Track","15,29",zyntifox
125,3,"Twin Peaks","17,86",TomCat
125,4,"Over and Under","30,34",PtR
125,5,"Uphill Battle","21,16",Zweq
125,6,"Long Haul","31,88",TorInge
125,7,"Hi Flyer","33,84",FatherGod
125,8,Tag,"21,21",Mick
125,9,"Tunnel Terror","58,73",dz
125,10,"The Steppes","11,98",mr
125,11,"Gravity Ride","25,29",Karlis
125,12,"Islands in the Sky","21,32",Zweq
125,13,"Hill Legend","16,03",Jokke
125,14,Loop-de-Loop,"17,75",TorInge
125,15,"Serpents Tale","1:01,62",Zweq
125,16,"New Wave","1:30,99",pajen
125,17,Labyrinth,"55,88",MGen
125,18,Spiral,"44,87",Cloud
125,19,Turnaround,"38,62",dz
125,20,"Upside Down","1:03,08",TorInge
125,21,Hangman,"14,58",zyntifox
125,22,Slalom,"40,12",TorInge
125,23,"Quick Round","39,45",zyntifox
125,24,"Ramp Frenzy","52,64",TorInge
125,25,Precarious,"24,58",deadnite
125,26,Circuitous,"23,81",Jalli
125,27,"Shelf Life","35,82",Mick
125,28,"Bounce Back","51,85",Karlis
125,29,Headbanger,"45,28",IRK
125,30,Pipe,"33,27",Cloud
125,31,"Animal Farm","1:18,44",Cloud
125,32,"Steep Corner","43,56",ZeiZei
125,33,Zig-Zag,"1:03,56",TorInge
125,34,"Bumpy Journey","36,82",Zweq
125,35,"Labyrinth Pro","2:25,21",TorInge
125,36,"Fruit in the Den","59,10",TorInge
125,37,Jaws,"55,95",Zweq
125,38,Curvaceous,"32,47",TorInge
125,39,Haircut,"41,43",KD
125,40,"Double Trouble","1:25,81",oizo!
125,41,Framework,"39,44",mr
125,42,Enduro,"49,38",Jokke
125,43,"He He","58,97",Karlis
125,44,Freefall,"12,24",Karlis
125,45,Sink,"32,84",Zweq
125,46,Bowling,"1:01,94",TorInge
125,47,Enigma,"19,78",Sick_Mambo
125,48,Downhill,"49,36",pajen
125,49,"What the Heck","40,79",TorInge
125,50,"Expert System","56,19",TorInge
125,51,"Tricks Abound","44,26",Mick
125,52,"Hang Tight","25,26",Zweq
125,53,Hooked,"17,70",Karlis
125,54,"Apple Harvest","1:30,92",psy
126,1,"Warm Up","14,10",FatherGod
126,2,"Flat Track","15,26",Jalli
126,3,"Twin Peaks","17,86",TomCat
126,4,"Over and Under","30,34",PtR
126,5,"Uphill Battle","21,16",Zweq
126,6,"Long Haul","31,88",TorInge
126,7,"Hi Flyer","33,84",FatherGod
126,8,Tag,"21,21",Mick
126,9,"Tunnel Terror","58,73",dz
126,10,"The Steppes","11,98",mr
126,11,"Gravity Ride","25,29",Karlis
126,12,"Islands in the Sky","21,32",Zweq
126,13,"Hill Legend","16,03",Jokke
126,14,Loop-de-Loop,"17,75",TorInge
126,15,"Serpents Tale","1:01,62",Zweq
126,16,"New Wave","1:30,99",pajen
126,17,Labyrinth,"55,88",MGen
126,18,Spiral,"44,87",Cloud
126,19,Turnaround,"38,62",dz
126,20,"Upside Down","1:03,08",TorInge
126,21,Hangman,"14,58",zyntifox
126,22,Slalom,"40,12",TorInge
126,23,"Quick Round","39,15",ZeiZei
126,24,"Ramp Frenzy","52,64",TorInge
126,25,Precarious,"24,58",deadnite
126,26,Circuitous,"23,81",Jalli
126,27,"Shelf Life","35,82",Mick
126,28,"Bounce Back","51,85",Karlis
126,29,Headbanger,"45,28",IRK
126,30,Pipe,"33,27",Cloud
126,31,"Animal Farm","1:18,44",Cloud
126,32,"Steep Corner","43,56",ZeiZei
126,33,Zig-Zag,"1:03,56",TorInge
126,34,"Bumpy Journey","36,81",Zweq
126,35,"Labyrinth Pro","2:25,21",TorInge
126,36,"Fruit in the Den","59,10",TorInge
126,37,Jaws,"55,95",Zweq
126,38,Curvaceous,"32,47",TorInge
126,39,Haircut,"41,43",KD
126,40,"Double Trouble","1:25,81",oizo!
126,41,Framework,"39,44",mr
126,42,Enduro,"49,38",Jokke
126,43,"He He","58,97",Karlis
126,44,Freefall,"12,24",Karlis
126,45,Sink,"32,84",Zweq
126,46,Bowling,"1:01,94",TorInge
126,47,Enigma,"19,78",Sick_Mambo
126,48,Downhill,"49,36",pajen
126,49,"What the Heck","40,67",TorInge
126,50,"Expert System","56,19",TorInge
126,51,"Tricks Abound","44,26",Mick
126,52,"Hang Tight","25,26",Zweq
126,53,Hooked,"17,70",Karlis
126,54,"Apple Harvest","1:30,14",psy
127,1,"Warm Up","14,10",FatherGod
127,2,"Flat Track","15,26",Jalli
127,3,"Twin Peaks","17,86",TomCat
127,4,"Over and Under","30,34",PtR
127,5,"Uphill Battle","20,82",Zweq
127,6,"Long Haul","31,88",TorInge
127,7,"Hi Flyer","33,84",FatherGod
127,8,Tag,"21,20",Karlis
127,9,"Tunnel Terror","58,73",dz
127,10,"The Steppes","11,98",mr
127,11,"Gravity Ride","25,29",Karlis
127,12,"Islands in the Sky","21,32",Zweq
127,13,"Hill Legend","16,03",Jokke
127,14,Loop-de-Loop,"17,75",TorInge
127,15,"Serpents Tale","1:01,62",Zweq
127,16,"New Wave","1:30,99",pajen
127,17,Labyrinth,"55,88",MGen
127,18,Spiral,"44,87",Cloud
127,19,Turnaround,"38,62",dz
127,20,"Upside Down","1:03,08",TorInge
127,21,Hangman,"14,58",zyntifox
127,22,Slalom,"40,02",oizo!
127,23,"Quick Round","39,15",ZeiZei
127,24,"Ramp Frenzy","52,64",TorInge
127,25,Precarious,"24,58",deadnite
127,26,Circuitous,"23,81",Jalli
127,27,"Shelf Life","35,82",Mick
127,28,"Bounce Back","51,85",Karlis
127,29,Headbanger,"45,28",IRK
127,30,Pipe,"33,27",Cloud
127,31,"Animal Farm","1:18,44",Cloud
127,32,"Steep Corner","43,56",ZeiZei
127,33,Zig-Zag,"1:03,56",TorInge
127,34,"Bumpy Journey","36,79",Zweq
127,35,"Labyrinth Pro","2:25,21",TorInge
127,36,"Fruit in the Den","59,10",TorInge
127,37,Jaws,"55,95",Zweq
127,38,Curvaceous,"32,47",TorInge
127,39,Haircut,"41,43",KD
127,40,"Double Trouble","1:25,81",oizo!
127,41,Framework,"39,44",mr
127,42,Enduro,"49,24",TorInge
127,43,"He He","58,97",Karlis
127,44,Freefall,"12,24",Karlis
127,45,Sink,"32,84",Zweq
127,46,Bowling,"1:00,27",magicman
127,47,Enigma,"19,75",ramone
127,48,Downhill,"49,36",pajen
127,49,"What the Heck","40,49",TorInge
127,50,"Expert System","56,19",TorInge
127,51,"Tricks Abound","44,26",Mick
127,52,"Hang Tight","25,26",Zweq
127,53,Hooked,"17,70",Karlis
127,54,"Apple Harvest","1:30,02",psy
128,1,"Warm Up","14,10",FatherGod
128,2,"Flat Track","15,26",Jalli
128,3,"Twin Peaks","17,86",TomCat
128,4,"Over and Under","30,34",PtR
128,5,"Uphill Battle","20,82",Zweq
128,6,"Long Haul","31,88",TorInge
128,7,"Hi Flyer","33,84",FatherGod
128,8,Tag,"21,15",Karlis
128,9,"Tunnel Terror","58,73",dz
128,10,"The Steppes","11,98",mr
128,11,"Gravity Ride","25,29",Karlis
128,12,"Islands in the Sky","21,32",Zweq
128,13,"Hill Legend","16,03",Jokke
128,14,Loop-de-Loop,"17,75",TorInge
128,15,"Serpents Tale","1:01,62",Zweq
128,16,"New Wave","1:30,99",pajen
128,17,Labyrinth,"55,50",Zweq
128,18,Spiral,"44,87",Cloud
128,19,Turnaround,"38,62",dz
128,20,"Upside Down","1:03,08",TorInge
128,21,Hangman,"14,58",zyntifox
128,22,Slalom,"40,02",oizo!
128,23,"Quick Round","39,15",ZeiZei
128,24,"Ramp Frenzy","52,64",TorInge
128,25,Precarious,"24,58",deadnite
128,26,Circuitous,"23,39",TorInge
128,27,"Shelf Life","35,82",Mick
128,28,"Bounce Back","51,85",Karlis
128,29,Headbanger,"45,28",IRK
128,30,Pipe,"33,27",Cloud
128,31,"Animal Farm","1:18,44",Cloud
128,32,"Steep Corner","43,56",ZeiZei
128,33,Zig-Zag,"1:03,56",TorInge
128,34,"Bumpy Journey","36,62",Zweq
128,35,"Labyrinth Pro","2:25,21",TorInge
128,36,"Fruit in the Den","59,10",TorInge
128,37,Jaws,"55,95",Zweq
128,38,Curvaceous,"32,47",TorInge
128,39,Haircut,"41,43",KD
128,40,"Double Trouble","1:25,81",oizo!
128,41,Framework,"39,44",mr
128,42,Enduro,"49,21",Jokke
128,43,"He He","58,97",Karlis
128,44,Freefall,"12,24",Karlis
128,45,Sink,"32,84",Zweq
128,46,Bowling,"59,79",Cloud
128,47,Enigma,"19,75",ramone
128,48,Downhill,"49,36",pajen
128,49,"What the Heck","40,37",TorInge
128,50,"Expert System","56,19",TorInge
128,51,"Tricks Abound","44,26",Mick
128,52,"Hang Tight","25,26",Zweq
128,53,Hooked,"17,70",Karlis
128,54,"Apple Harvest","1:29,92",psy
129,1,"Warm Up","14,10",FatherGod
129,2,"Flat Track","15,26",Jalli
129,3,"Twin Peaks","17,86",TomCat
129,4,"Over and Under","30,34",PtR
129,5,"Uphill Battle","20,82",Zweq
129,6,"Long Haul","31,88",TorInge
129,7,"Hi Flyer","33,84",FatherGod
129,8,Tag,"21,15",Karlis
129,9,"Tunnel Terror","58,73",dz
129,10,"The Steppes","11,98",mr
129,11,"Gravity Ride","25,29",Karlis
129,12,"Islands in the Sky","21,32",Zweq
129,13,"Hill Legend","16,03",Jokke
129,14,Loop-de-Loop,"17,75",TorInge
129,15,"Serpents Tale","1:01,62",Zweq
129,16,"New Wave","1:30,99",pajen
129,17,Labyrinth,"55,50",Zweq
129,18,Spiral,"44,77",Zweq
129,19,Turnaround,"38,62",dz
129,20,"Upside Down","1:03,08",TorInge
129,21,Hangman,"14,58",zyntifox
129,22,Slalom,"40,02",oizo!
129,23,"Quick Round","38,33",Zweq
129,24,"Ramp Frenzy","52,64",TorInge
129,25,Precarious,"24,58",deadnite
129,26,Circuitous,"23,39",TorInge
129,27,"Shelf Life","35,82",Mick
129,28,"Bounce Back","51,85",Karlis
129,29,Headbanger,"45,28",IRK
129,30,Pipe,"33,27",Cloud
129,31,"Animal Farm","1:18,44",Cloud
129,32,"Steep Corner","43,56",ZeiZei
129,33,Zig-Zag,"1:03,56",TorInge
129,34,"Bumpy Journey","36,62",Zweq
129,35,"Labyrinth Pro","2:24,60",dz
129,36,"Fruit in the Den","59,10",TorInge
129,37,Jaws,"55,95",Zweq
129,38,Curvaceous,"32,47",TorInge
129,39,Haircut,"41,43",KD
129,40,"Double Trouble","1:25,81",oizo!
129,41,Framework,"39,44",mr
129,42,Enduro,"48,83",Jokke
129,43,"He He","58,97",Karlis
129,44,Freefall,"12,24",Karlis
129,45,Sink,"32,84",Zweq
129,46,Bowling,"59,79",Cloud
129,47,Enigma,"19,75",ramone
129,48,Downhill,"49,36",pajen
129,49,"What the Heck","40,30",TorInge
129,50,"Expert System","56,19",TorInge
129,51,"Tricks Abound","44,26",Mick
129,52,"Hang Tight","25,26",Zweq
129,53,Hooked,"17,70",Karlis
129,54,"Apple Harvest","1:29,92",psy
130,1,"Warm Up","14,10",FatherGod
130,2,"Flat Track","15,26",Jalli
130,3,"Twin Peaks","17,86",TomCat
130,4,"Over and Under","30,34",PtR
130,5,"Uphill Battle","20,82",Zweq
130,6,"Long Haul","31,88",TorInge
130,7,"Hi Flyer","33,84",FatherGod
130,8,Tag,"21,15",Karlis
130,9,"Tunnel Terror","58,73",dz
130,10,"The Steppes","11,86",Jalli
130,11,"Gravity Ride","25,29",Karlis
130,12,"Islands in the Sky","21,32",Zweq
130,13,"Hill Legend","16,03",Jokke
130,14,Loop-de-Loop,"17,75",TorInge
130,15,"Serpents Tale","1:01,62",Zweq
130,16,"New Wave","1:30,99",pajen
130,17,Labyrinth,"55,50",Zweq
130,18,Spiral,"44,75",Zweq
130,19,Turnaround,"38,62",dz
130,20,"Upside Down","1:03,08",TorInge
130,21,Hangman,"14,58",zyntifox
130,22,Slalom,"40,02",oizo!
130,23,"Quick Round","38,33",Zweq
130,24,"Ramp Frenzy","52,64",TorInge
130,25,Precarious,"24,58",deadnite
130,26,Circuitous,"23,39",TorInge
130,27,"Shelf Life","35,82",Mick
130,28,"Bounce Back","51,85",Karlis
130,29,Headbanger,"45,28",IRK
130,30,Pipe,"33,22",Markku
130,31,"Animal Farm","1:18,44",Cloud
130,32,"Steep Corner","43,56",ZeiZei
130,33,Zig-Zag,"1:03,56",TorInge
130,34,"Bumpy Journey","36,62",Zweq
130,35,"Labyrinth Pro","2:24,25",Zweq
130,36,"Fruit in the Den","59,10",TorInge
130,37,Jaws,"55,95",Zweq
130,38,Curvaceous,"32,47",TorInge
130,39,Haircut,"41,43",KD
130,40,"Double Trouble","1:25,81",oizo!
130,41,Framework,"39,44",mr
130,42,Enduro,"48,83",Jokke
130,43,"He He","58,97",Karlis
130,44,Freefall,"12,24",Karlis
130,45,Sink,"32,84",Zweq
130,46,Bowling,"59,79",Cloud
130,47,Enigma,"19,74",Know-How
130,48,Downhill,"49,36",pajen
130,49,"What the Heck","40,30",TorInge
130,50,"Expert System","55,87",FatherGod
130,51,"Tricks Abound","44,26",Mick
130,52,"Hang Tight","25,21",deadnite
130,53,Hooked,"17,67",deadnite
130,54,"Apple Harvest","1:29,90",psy
131,1,"Warm Up","14,10",FatherGod
131,2,"Flat Track","15,26",Jalli
131,3,"Twin Peaks","17,86",TomCat
131,4,"Over and Under","30,34",PtR
131,5,"Uphill Battle","20,82",Zweq
131,6,"Long Haul","31,88",TorInge
131,7,"Hi Flyer","33,84",FatherGod
131,8,Tag,"21,15",Karlis
131,9,"Tunnel Terror","58,73",dz
131,10,"The Steppes","11,60",mr
131,11,"Gravity Ride","25,29",Karlis
131,12,"Islands in the Sky","21,32",Zweq
131,13,"Hill Legend","16,03",Jokke
131,14,Loop-de-Loop,"17,75",TorInge
131,15,"Serpents Tale","1:01,62",Zweq
131,16,"New Wave","1:30,99",pajen
131,17,Labyrinth,"55,50",Zweq
131,18,Spiral,"44,75",Zweq
131,19,Turnaround,"38,62",dz
131,20,"Upside Down","1:03,08",TorInge
131,21,Hangman,"14,58",zyntifox
131,22,Slalom,"40,02",oizo!
131,23,"Quick Round","38,33",Zweq
131,24,"Ramp Frenzy","52,64",TorInge
131,25,Precarious,"24,58",deadnite
131,26,Circuitous,"23,39",TorInge
131,27,"Shelf Life","35,82",Mick
131,28,"Bounce Back","51,85",Karlis
131,29,Headbanger,"45,28",IRK
131,30,Pipe,"33,22",Markku
131,31,"Animal Farm","1:18,44",Cloud
131,32,"Steep Corner","43,56",ZeiZei
131,33,Zig-Zag,"1:03,56",TorInge
131,34,"Bumpy Journey","36,62",Zweq
131,35,"Labyrinth Pro","2:24,25",Zweq
131,36,"Fruit in the Den","59,10",TorInge
131,37,Jaws,"55,95",Zweq
131,38,Curvaceous,"32,47",TorInge
131,39,Haircut,"41,43",KD
131,40,"Double Trouble","1:25,81",oizo!
131,41,Framework,"39,44",mr
131,42,Enduro,"48,83",Jokke
131,43,"He He","58,97",Karlis
131,44,Freefall,"12,24",Karlis
131,45,Sink,"32,84",Zweq
131,46,Bowling,"59,79",Cloud
131,47,Enigma,"19,74",Know-How
131,48,Downhill,"49,36",pajen
131,49,"What the Heck","40,30",TorInge
131,50,"Expert System","55,87",FatherGod
131,51,"Tricks Abound","44,26",Mick
131,52,"Hang Tight","25,21",deadnite
131,53,Hooked,"17,62",deadnite
131,54,"Apple Harvest","1:29,90",psy
132,1,"Warm Up","14,10",FatherGod
132,2,"Flat Track","15,26",Jalli
132,3,"Twin Peaks","17,86",TomCat
132,4,"Over and Under","30,34",PtR
132,5,"Uphill Battle","20,82",Zweq
132,6,"Long Haul","31,88",TorInge
132,7,"Hi Flyer","33,84",FatherGod
132,8,Tag,"21,15",Karlis
132,9,"Tunnel Terror","58,73",dz
132,10,"The Steppes","11,60",mr
132,11,"Gravity Ride","25,29",Karlis
132,12,"Islands in the Sky","21,32",Zweq
132,13,"Hill Legend","16,03",Jokke
132,14,Loop-de-Loop,"17,75",TorInge
132,15,"Serpents Tale","1:01,62",Zweq
132,16,"New Wave","1:30,99",pajen
132,17,Labyrinth,"55,50",Zweq
132,18,Spiral,"44,75",Zweq
132,19,Turnaround,"38,62",dz
132,20,"Upside Down","1:03,08",TorInge
132,21,Hangman,"14,58",zyntifox
132,22,Slalom,"40,02",oizo!
132,23,"Quick Round","38,33",Zweq
132,24,"Ramp Frenzy","52,64",TorInge
132,25,Precarious,"24,58",deadnite
132,26,Circuitous,"23,39",TorInge
132,27,"Shelf Life","35,82",Mick
132,28,"Bounce Back","51,85",Karlis
132,29,Headbanger,"45,28",IRK
132,30,Pipe,"33,22",Markku
132,31,"Animal Farm","1:18,44",Cloud
132,32,"Steep Corner","43,56",ZeiZei
132,33,Zig-Zag,"1:03,56",TorInge
132,34,"Bumpy Journey","36,62",Zweq
132,35,"Labyrinth Pro","2:24,25",Zweq
132,36,"Fruit in the Den","59,10",TorInge
132,37,Jaws,"55,95",Zweq
132,38,Curvaceous,"32,47",TorInge
132,39,Haircut,"41,43",KD
132,40,"Double Trouble","1:25,81",oizo!
132,41,Framework,"39,44",mr
132,42,Enduro,"48,83",Jokke
132,43,"He He","58,97",Karlis
132,44,Freefall,"12,24",Karlis
132,45,Sink,"32,84",Zweq
132,46,Bowling,"59,79",Cloud
132,47,Enigma,"19,74",Know-How
132,48,Downhill,"49,36",pajen
132,49,"What the Heck","40,30",TorInge
132,50,"Expert System","55,87",FatherGod
132,51,"Tricks Abound","44,26",Mick
132,52,"Hang Tight","25,21",deadnite
132,53,Hooked,"17,55",Karlis
132,54,"Apple Harvest","1:29,61",psy
133,1,"Warm Up","14,10",FatherGod
133,2,"Flat Track","15,26",Jalli
133,3,"Twin Peaks","17,86",TomCat
133,4,"Over and Under","30,34",PtR
133,5,"Uphill Battle","20,82",Zweq
133,6,"Long Haul","31,88",TorInge
133,7,"Hi Flyer","33,84",FatherGod
133,8,Tag,"21,15",Karlis
133,9,"Tunnel Terror","58,73",dz
133,10,"The Steppes","11,60",mr
133,11,"Gravity Ride","25,29",Karlis
133,12,"Islands in the Sky","21,32",Zweq
133,13,"Hill Legend","16,03",Jokke
133,14,Loop-de-Loop,"17,75",TorInge
133,15,"Serpents Tale","59,37",Zweq
133,16,"New Wave","1:30,99",pajen
133,17,Labyrinth,"55,50",Zweq
133,18,Spiral,"44,75",Zweq
133,19,Turnaround,"38,62",dz
133,20,"Upside Down","1:03,08",TorInge
133,21,Hangman,"14,58",zyntifox
133,22,Slalom,"40,02",oizo!
133,23,"Quick Round","38,33",Zweq
133,24,"Ramp Frenzy","52,64",TorInge
133,25,Precarious,"24,58",deadnite
133,26,Circuitous,"23,39",TorInge
133,27,"Shelf Life","35,82",Mick
133,28,"Bounce Back","51,85",Karlis
133,29,Headbanger,"45,28",IRK
133,30,Pipe,"33,22",Markku
133,31,"Animal Farm","1:18,44",Cloud
133,32,"Steep Corner","43,56",ZeiZei
133,33,Zig-Zag,"1:03,56",TorInge
133,34,"Bumpy Journey","36,62",Zweq
133,35,"Labyrinth Pro","2:24,25",Zweq
133,36,"Fruit in the Den","59,10",TorInge
133,37,Jaws,"55,95",Zweq
133,38,Curvaceous,"32,47",TorInge
133,39,Haircut,"41,43",KD
133,40,"Double Trouble","1:25,81",oizo!
133,41,Framework,"39,44",mr
133,42,Enduro,"48,83",Jokke
133,43,"He He","58,97",Karlis
133,44,Freefall,"12,24",Karlis
133,45,Sink,"32,84",Zweq
133,46,Bowling,"59,79",Cloud
133,47,Enigma,"19,74",Know-How
133,48,Downhill,"49,36",pajen
133,49,"What the Heck","40,30",TorInge
133,50,"Expert System","55,34",psy
133,51,"Tricks Abound","44,26",Mick
133,52,"Hang Tight","25,21",deadnite
133,53,Hooked,"17,55",Karlis
133,54,"Apple Harvest","1:29,55",psy
134,1,"Warm Up","14,10",FatherGod
134,2,"Flat Track","15,26",Jalli
134,3,"Twin Peaks","17,86",TomCat
134,4,"Over and Under","30,34",PtR
134,5,"Uphill Battle","20,82",Zweq
134,6,"Long Haul","31,88",TorInge
134,7,"Hi Flyer","33,84",FatherGod
134,8,Tag,"21,15",Karlis
134,9,"Tunnel Terror","58,73",dz
134,10,"The Steppes","11,60",mr
134,11,"Gravity Ride","25,29",Karlis
134,12,"Islands in the Sky","21,32",Zweq
134,13,"Hill Legend","16,03",Jokke
134,14,Loop-de-Loop,"17,75",TorInge
134,15,"Serpents Tale","59,37",Zweq
134,16,"New Wave","1:30,99",pajen
134,17,Labyrinth,"55,50",Zweq
134,18,Spiral,"44,75",Zweq
134,19,Turnaround,"38,62",dz
134,20,"Upside Down","1:03,08",TorInge
134,21,Hangman,"14,58",zyntifox
134,22,Slalom,"40,02",oizo!
134,23,"Quick Round","37,90",psy
134,24,"Ramp Frenzy","52,64",TorInge
134,25,Precarious,"24,58",deadnite
134,26,Circuitous,"23,39",TorInge
134,27,"Shelf Life","35,82",Mick
134,28,"Bounce Back","51,85",Karlis
134,29,Headbanger,"45,28",IRK
134,30,Pipe,"33,22",Markku
134,31,"Animal Farm","1:18,44",Cloud
134,32,"Steep Corner","43,52",Cloud
134,33,Zig-Zag,"1:03,56",TorInge
134,34,"Bumpy Journey","36,62",Zweq
134,35,"Labyrinth Pro","2:24,25",Zweq
134,36,"Fruit in the Den","59,10",TorInge
134,37,Jaws,"55,95",Zweq
134,38,Curvaceous,"32,47",TorInge
134,39,Haircut,"41,43",KD
134,40,"Double Trouble","1:25,81",oizo!
134,41,Framework,"39,44",mr
134,42,Enduro,"48,83",Jokke
134,43,"He He","57,79",Cloud
134,44,Freefall,"12,23","Buci [ESP]"
134,45,Sink,"32,84",Zweq
134,46,Bowling,"59,79",Cloud
134,47,Enigma,"19,62",Cloud
134,48,Downhill,"49,12",Zweq
134,49,"What the Heck","40,23",oizo!
134,50,"Expert System","55,34",psy
134,51,"Tricks Abound","44,02",Cloud
134,52,"Hang Tight","25,21",deadnite
134,53,Hooked,"17,42",deadnite
134,54,"Apple Harvest","1:29,55",psy
135,1,"Warm Up","14,10",FatherGod
135,2,"Flat Track","15,26",Jalli
135,3,"Twin Peaks","17,86",TomCat
135,4,"Over and Under","30,34",PtR
135,5,"Uphill Battle","20,82",Zweq
135,6,"Long Haul","31,87",Zweq
135,7,"Hi Flyer","33,65",Zweq
135,8,Tag,"21,15",Karlis
135,9,"Tunnel Terror","58,73",dz
135,10,"The Steppes","11,60",mr
135,11,"Gravity Ride","25,29",Karlis
135,12,"Islands in the Sky","21,32",Zweq
135,13,"Hill Legend","16,03",Jokke
135,14,Loop-de-Loop,"17,75",TorInge
135,15,"Serpents Tale","59,37",Zweq
135,16,"New Wave","1:30,99",pajen
135,17,Labyrinth,"55,50",Zweq
135,18,Spiral,"44,75",Zweq
135,19,Turnaround,"37,80",Zweq
135,20,"Upside Down","1:01,86",Zweq
135,21,Hangman,"14,58",zyntifox
135,22,Slalom,"40,02",oizo!
135,23,"Quick Round","37,90",psy
135,24,"Ramp Frenzy","52,64",TorInge
135,25,Precarious,"24,58",deadnite
135,26,Circuitous,"23,39",TorInge
135,27,"Shelf Life","35,82",Mick
135,28,"Bounce Back","51,85",Karlis
135,29,Headbanger,"45,28",IRK
135,30,Pipe,"33,22",Markku
135,31,"Animal Farm","1:18,44",Cloud
135,32,"Steep Corner","43,52",Cloud
135,33,Zig-Zag,"1:03,56",TorInge
135,34,"Bumpy Journey","36,62",Zweq
135,35,"Labyrinth Pro","2:24,25",Zweq
135,36,"Fruit in the Den","59,10",TorInge
135,37,Jaws,"55,95",Zweq
135,38,Curvaceous,"32,47",TorInge
135,39,Haircut,"41,43",KD
135,40,"Double Trouble","1:25,81",oizo!
135,41,Framework,"39,44",mr
135,42,Enduro,"48,83",Jokke
135,43,"He He","57,79",Cloud
135,44,Freefall,"12,23","Buci [ESP]"
135,45,Sink,"32,84",Zweq
135,46,Bowling,"59,79",Cloud
135,47,Enigma,"19,62",Cloud
135,48,Downhill,"49,12",Zweq
135,49,"What the Heck","39,99",TorInge
135,50,"Expert System","55,34",psy
135,51,"Tricks Abound","44,02",Cloud
135,52,"Hang Tight","25,21",deadnite
135,53,Hooked,"17,42",deadnite
135,54,"Apple Harvest","1:29,55",psy
136,1,"Warm Up","14,10",FatherGod
136,2,"Flat Track","15,21","as [RUS]"
136,3,"Twin Peaks","17,86",TomCat
136,4,"Over and Under","30,34",PtR
136,5,"Uphill Battle","20,82",Zweq
136,6,"Long Haul","31,87",Zweq
136,7,"Hi Flyer","33,65",Zweq
136,8,Tag,"21,15",Karlis
136,9,"Tunnel Terror","58,73",dz
136,10,"The Steppes","11,60",mr
136,11,"Gravity Ride","25,29",Karlis
136,12,"Islands in the Sky","21,32",Zweq
136,13,"Hill Legend","16,03",Jokke
136,14,Loop-de-Loop,"17,75",TorInge
136,15,"Serpents Tale","59,37",Zweq
136,16,"New Wave","1:29,70",mr
136,17,Labyrinth,"55,50",Zweq
136,18,Spiral,"44,75",Zweq
136,19,Turnaround,"37,80",Zweq
136,20,"Upside Down","1:01,86",Zweq
136,21,Hangman,"14,58",zyntifox
136,22,Slalom,"40,02",oizo!
136,23,"Quick Round","37,21",Zweq
136,24,"Ramp Frenzy","52,64",TorInge
136,25,Precarious,"24,58",deadnite
136,26,Circuitous,"23,39",TorInge
136,27,"Shelf Life","35,82",Mick
136,28,"Bounce Back","51,85",Karlis
136,29,Headbanger,"45,28",IRK
136,30,Pipe,"33,22",Markku
136,31,"Animal Farm","1:18,44",Cloud
136,32,"Steep Corner","43,52",Cloud
136,33,Zig-Zag,"1:03,56",TorInge
136,34,"Bumpy Journey","36,62",Zweq
136,35,"Labyrinth Pro","2:24,25",Zweq
136,36,"Fruit in the Den","59,10",TorInge
136,37,Jaws,"55,95",Zweq
136,38,Curvaceous,"32,47",TorInge
136,39,Haircut,"41,39",Zweq
136,40,"Double Trouble","1:25,79",deadnite
136,41,Framework,"39,44",mr
136,42,Enduro,"48,83",Jokke
136,43,"He He","57,79",Cloud
136,44,Freefall,"12,17","Buci [ESP]"
136,45,Sink,"32,84",Zweq
136,46,Bowling,"58,70",Jalli
136,47,Enigma,"19,62",Cloud
136,48,Downhill,"49,12",Zweq
136,49,"What the Heck","39,99",TorInge
136,50,"Expert System","55,34",psy
136,51,"Tricks Abound","44,02",Cloud
136,52,"Hang Tight","25,21",deadnite
136,53,Hooked,"17,42",deadnite
136,54,"Apple Harvest","1:29,55",psy
137,1,"Warm Up","14,10",FatherGod
137,2,"Flat Track","15,21","as [RUS]"
137,3,"Twin Peaks","17,86",TomCat
137,4,"Over and Under","30,34",PtR
137,5,"Uphill Battle","20,82",Zweq
137,6,"Long Haul","31,87",Zweq
137,7,"Hi Flyer","33,65",Zweq
137,8,Tag,"21,15",Karlis
137,9,"Tunnel Terror","58,73",dz
137,10,"The Steppes","11,60",mr
137,11,"Gravity Ride","25,29",Karlis
137,12,"Islands in the Sky","21,32",Zweq
137,13,"Hill Legend","16,03",Jokke
137,14,Loop-de-Loop,"17,75",TorInge
137,15,"Serpents Tale","59,37",Zweq
137,16,"New Wave","1:29,46",mr
137,17,Labyrinth,"55,36",TomCat
137,18,Spiral,"44,75",Zweq
137,19,Turnaround,"37,80",Zweq
137,20,"Upside Down","1:01,86",Zweq
137,21,Hangman,"14,58",zyntifox
137,22,Slalom,"40,02",oizo!
137,23,"Quick Round","37,21",Zweq
137,24,"Ramp Frenzy","52,64",TorInge
137,25,Precarious,"24,58",deadnite
137,26,Circuitous,"23,39",TorInge
137,27,"Shelf Life","35,82",Mick
137,28,"Bounce Back","51,85",Karlis
137,29,Headbanger,"45,28",IRK
