table,lev,lev_name,time,kuski
312,50,"Expert System","53,29",John
312,51,"Tricks Abound","42,51",John
312,52,"Hang Tight","24,51",Jarkko
312,53,Hooked,"17,09",Jarkko
312,54,"Apple Harvest","1:14,72",John
313,1,"Warm Up","14,00",Zweq
313,2,"Flat Track","15,04",Zweq
313,3,"Twin Peaks","17,74",Madness
313,4,"Over and Under","29,54",zaraptor
313,5,"Uphill Battle","19,79",Jarkko
313,6,"Long Haul","30,36",milagros
313,7,"Hi Flyer","28,32",Zweq
313,8,Tag,"20,59",Bjenn
313,9,"Tunnel Terror","54,53",Bjenn
313,10,"The Steppes","10,79",Zweq
313,11,"Gravity Ride","23,07",Zweq
313,12,"Islands in the Sky","20,65",Honza
313,13,"Hill Legend","13,94",Xiphias
313,14,Loop-de-Loop,"17,61",Zweq
313,15,"Serpents Tale","51,44",Bjenn
313,16,"New Wave","1:23,33",John
313,17,Labyrinth,"53,64",zaraptor
313,18,Spiral,"44,42",Kazan
313,19,Turnaround,"36,29",Zweq
313,20,"Upside Down","57,76",John
313,21,Hangman,"14,41","Raven [EPO]"
313,22,Slalom,"38,73","Raven [EPO]"
313,23,"Quick Round","35,74",Zweq
313,24,"Ramp Frenzy","41,54","talli [EPO]"
313,25,Precarious,"24,26",Zweq
313,26,Circuitous,"21,88",Zweq
313,27,"Shelf Life","33,99",Kazan
313,28,"Bounce Back","48,48",Zweq
313,29,Headbanger,"42,89",John
313,30,Pipe,"32,90",Tm
313,31,"Animal Farm","1:10,59",John
313,32,"Steep Corner","42,53",Madness
313,33,Zig-Zag,"55,19",Cap
313,34,"Bumpy Journey","36,46","The Stig"
313,35,"Labyrinth Pro","2:13,44",Kazan
313,36,"Fruit in the Den","57,08",Zweq
313,37,Jaws,"53,42",Zweq
313,38,Curvaceous,"28,99",Madness
313,39,Haircut,"38,92",John
313,40,"Double Trouble","1:20,41",Kazan
313,41,Framework,"38,56",adi
313,42,Enduro,"47,45",John
313,43,"He He","56,18",Zweq
313,44,Freefall,"11,46",mr
313,45,Sink,"32,51",Kazan
313,46,Bowling,"52,44",Zweq
313,47,Enigma,"19,16",Stini
313,48,Downhill,"45,35",Zweq
313,49,"What the Heck","37,95",John
313,50,"Expert System","53,29",John
313,51,"Tricks Abound","42,51",John
313,52,"Hang Tight","24,51",Jarkko
313,53,Hooked,"17,09",Jarkko
313,54,"Apple Harvest","1:14,72",John
314,1,"Warm Up","14,00",Zweq
314,2,"Flat Track","15,04",Zweq
314,3,"Twin Peaks","17,74",Madness
314,4,"Over and Under","29,54",zaraptor
314,5,"Uphill Battle","19,79",Jarkko
314,6,"Long Haul","30,36",milagros
314,7,"Hi Flyer","28,32",Zweq
314,8,Tag,"20,59",Bjenn
314,9,"Tunnel Terror","54,53",Bjenn
314,10,"The Steppes","10,79",Zweq
314,11,"Gravity Ride","23,07",Zweq
314,12,"Islands in the Sky","20,65",Honza
314,13,"Hill Legend","13,94",Xiphias
314,14,Loop-de-Loop,"17,61",Zweq
314,15,"Serpents Tale","51,44",Bjenn
314,16,"New Wave","1:23,33",John
314,17,Labyrinth,"53,64",zaraptor
314,18,Spiral,"44,42",Kazan
314,19,Turnaround,"36,02",Zweq
314,20,"Upside Down","57,76",John
314,21,Hangman,"14,41","Raven [EPO]"
314,22,Slalom,"38,73","Raven [EPO]"
314,23,"Quick Round","35,74",Zweq
314,24,"Ramp Frenzy","41,54","talli [EPO]"
314,25,Precarious,"24,26",Zweq
314,26,Circuitous,"21,88",Zweq
314,27,"Shelf Life","33,99",Kazan
314,28,"Bounce Back","48,48",Zweq
314,29,Headbanger,"42,89",John
314,30,Pipe,"32,90",Tm
314,31,"Animal Farm","1:10,59",John
314,32,"Steep Corner","42,53",Madness
314,33,Zig-Zag,"55,19",Cap
314,34,"Bumpy Journey","36,46","The Stig"
314,35,"Labyrinth Pro","2:13,43",John
314,36,"Fruit in the Den","57,08",Zweq
314,37,Jaws,"53,42",Zweq
314,38,Curvaceous,"28,99",Madness
314,39,Haircut,"38,92",John
314,40,"Double Trouble","1:20,41",Kazan
314,41,Framework,"38,56",adi
314,42,Enduro,"47,45",John
314,43,"He He","56,18",Zweq
314,44,Freefall,"11,46",mr
314,45,Sink,"32,51",Kazan
314,46,Bowling,"52,44",Zweq
314,47,Enigma,"19,16",Stini
314,48,Downhill,"45,35",Zweq
314,49,"What the Heck","37,95",John
314,50,"Expert System","52,93",Bjenn
314,51,"Tricks Abound","42,51",John
314,52,"Hang Tight","24,51",Jarkko
314,53,Hooked,"17,09",Jarkko
314,54,"Apple Harvest","1:14,72",John
315,1,"Warm Up","14,00",Zweq
315,2,"Flat Track","15,04",Zweq
315,3,"Twin Peaks","17,74",Madness
315,4,"Over and Under","29,54",zaraptor
315,5,"Uphill Battle","19,79",Jarkko
315,6,"Long Haul","30,36",milagros
315,7,"Hi Flyer","28,32",Zweq
315,8,Tag,"20,59",Bjenn
315,9,"Tunnel Terror","51,88",Zweq
315,10,"The Steppes","10,79",Zweq
315,11,"Gravity Ride","23,07",Zweq
315,12,"Islands in the Sky","20,65",Honza
315,13,"Hill Legend","13,94",Xiphias
315,14,Loop-de-Loop,"17,61",Zweq
315,15,"Serpents Tale","51,44",Bjenn
315,16,"New Wave","1:23,33",John
315,17,Labyrinth,"53,64",zaraptor
315,18,Spiral,"44,42",Kazan
315,19,Turnaround,"36,02",Zweq
315,20,"Upside Down","57,76",John
315,21,Hangman,"14,41","Raven [EPO]"
315,22,Slalom,"38,73","Raven [EPO]"
315,23,"Quick Round","35,74",Zweq
315,24,"Ramp Frenzy","41,36",Zweq
315,25,Precarious,"24,26",Zweq
315,26,Circuitous,"21,88",Zweq
315,27,"Shelf Life","33,99",Kazan
315,28,"Bounce Back","48,48",Zweq
315,29,Headbanger,"42,89",John
315,30,Pipe,"32,89","Jeppe [NL]"
315,31,"Animal Farm","1:10,59",John
315,32,"Steep Corner","42,53",Madness
315,33,Zig-Zag,"55,19",Cap
315,34,"Bumpy Journey","36,46","The Stig"
315,35,"Labyrinth Pro","2:13,43",John
315,36,"Fruit in the Den","57,08",Zweq
315,37,Jaws,"53,42",Zweq
315,38,Curvaceous,"28,90",Madness
315,39,Haircut,"38,92",John
315,40,"Double Trouble","1:20,41",Kazan
315,41,Framework,"38,56",adi
315,42,Enduro,"47,45",John
315,43,"He He","56,18",Zweq
315,44,Freefall,"11,46",mr
315,45,Sink,"32,45",Bjenn
315,46,Bowling,"52,44",Zweq
315,47,Enigma,"19,16",Stini
315,48,Downhill,"45,35",Zweq
315,49,"What the Heck","37,95",John
315,50,"Expert System","52,93",Bjenn
315,51,"Tricks Abound","42,51",John
315,52,"Hang Tight","24,51",Jarkko
315,53,Hooked,"17,09",Jarkko
315,54,"Apple Harvest","1:14,72",John
316,1,"Warm Up","14,00",Zweq
316,2,"Flat Track","15,04",Zweq
316,3,"Twin Peaks","17,74",Madness
316,4,"Over and Under","29,54",zaraptor
316,5,"Uphill Battle","19,79",Jarkko
316,6,"Long Haul","30,36",milagros
316,7,"Hi Flyer","28,32",Zweq
316,8,Tag,"20,59",Bjenn
316,9,"Tunnel Terror","51,88",Zweq
316,10,"The Steppes","10,79",Zweq
316,11,"Gravity Ride","23,07",Zweq
316,12,"Islands in the Sky","20,65",Honza
316,13,"Hill Legend","13,88",Xiphias
316,14,Loop-de-Loop,"17,61",Zweq
316,15,"Serpents Tale","51,44",Bjenn
316,16,"New Wave","1:23,33",John
316,17,Labyrinth,"53,64",zaraptor
316,18,Spiral,"44,41",_Mika
316,19,Turnaround,"36,02",Zweq
316,20,"Upside Down","57,76",John
316,21,Hangman,"14,37",Kazan
316,22,Slalom,"38,73","Raven [EPO]"
316,23,"Quick Round","35,74",Zweq
316,24,"Ramp Frenzy","41,36",Zweq
316,25,Precarious,"24,26",Zweq
316,26,Circuitous,"21,88",Zweq
316,27,"Shelf Life","33,73","talli [EPO]"
316,28,"Bounce Back","48,48",Zweq
316,29,Headbanger,"42,89",John
316,30,Pipe,"32,89","Jeppe [NL]"
316,31,"Animal Farm","1:10,59",John
316,32,"Steep Corner","42,53",Madness
316,33,Zig-Zag,"55,19",Cap
316,34,"Bumpy Journey","36,46","The Stig"
316,35,"Labyrinth Pro","2:13,43",John
316,36,"Fruit in the Den","57,08",Zweq
316,37,Jaws,"53,42",Zweq
316,38,Curvaceous,"28,90",Madness
316,39,Haircut,"38,92",John
316,40,"Double Trouble","1:20,41",Kazan
316,41,Framework,"38,56",adi
316,42,Enduro,"47,45",John
316,43,"He He","56,18",Zweq
316,44,Freefall,"11,46",mr
316,45,Sink,"32,45",Bjenn
316,46,Bowling,"52,44",Zweq
316,47,Enigma,"19,16",Stini
316,48,Downhill,"45,35",Zweq
316,49,"What the Heck","37,95",John
316,50,"Expert System","52,93",Bjenn
316,51,"Tricks Abound","42,51",John
316,52,"Hang Tight","24,51",Jarkko
316,53,Hooked,"17,09",Jarkko
316,54,"Apple Harvest","1:14,72",John
317,1,"Warm Up","14,00",Zweq
317,2,"Flat Track","15,04",Zweq
317,3,"Twin Peaks","17,74",Madness
317,4,"Over and Under","29,54",zaraptor
317,5,"Uphill Battle","19,79",Jarkko
317,6,"Long Haul","30,36",milagros
317,7,"Hi Flyer","28,32",Zweq
317,8,Tag,"20,59",Bjenn
317,9,"Tunnel Terror","51,88",Zweq
317,10,"The Steppes","10,79",Zweq
317,11,"Gravity Ride","23,07",Zweq
317,12,"Islands in the Sky","20,65",Honza
317,13,"Hill Legend","13,88",Xiphias
317,14,Loop-de-Loop,"17,61",Zweq
317,15,"Serpents Tale","51,44",Bjenn
317,16,"New Wave","1:23,33",John
317,17,Labyrinth,"53,64",zaraptor
317,18,Spiral,"44,41",_Mika
317,19,Turnaround,"36,02",Zweq
317,20,"Upside Down","57,76",John
317,21,Hangman,"14,37",Kazan
317,22,Slalom,"38,73","Raven [EPO]"
317,23,"Quick Round","35,74",Zweq
317,24,"Ramp Frenzy","41,36",Zweq
317,25,Precarious,"24,26",Zweq
317,26,Circuitous,"21,88",Zweq
317,27,"Shelf Life","33,73","talli [EPO]"
317,28,"Bounce Back","48,48",Zweq
317,29,Headbanger,"42,89",John
317,30,Pipe,"32,89","Jeppe [NL]"
317,31,"Animal Farm","1:10,59",John
317,32,"Steep Corner","42,53",Madness
317,33,Zig-Zag,"55,19",Cap
317,34,"Bumpy Journey","36,46","The Stig"
317,35,"Labyrinth Pro","2:13,43",John
317,36,"Fruit in the Den","57,08",Zweq
317,37,Jaws,"53,42",Zweq
317,38,Curvaceous,"28,90",Madness
317,39,Haircut,"38,92",John
317,40,"Double Trouble","1:20,41",Kazan
317,41,Framework,"38,56",adi
317,42,Enduro,"47,45",John
317,43,"He He","56,18",Zweq
317,44,Freefall,"11,46",mr
317,45,Sink,"32,45",Bjenn
317,46,Bowling,"52,44",Zweq
317,47,Enigma,"19,16",Stini
317,48,Downhill,"45,35",Zweq
317,49,"What the Heck","37,95",John
317,50,"Expert System","52,26",romy4
317,51,"Tricks Abound","42,51",John
317,52,"Hang Tight","24,51",Jarkko
317,53,Hooked,"17,09",Jarkko
317,54,"Apple Harvest","1:14,72",John
318,1,"Warm Up","14,00",Zweq
318,2,"Flat Track","15,04",Zweq
318,3,"Twin Peaks","17,74",Madness
318,4,"Over and Under","29,54",zaraptor
318,5,"Uphill Battle","19,79",Jarkko
318,6,"Long Haul","30,36",milagros
318,7,"Hi Flyer","28,32",Zweq
318,8,Tag,"20,59",Bjenn
318,9,"Tunnel Terror","51,88",Zweq
318,10,"The Steppes","10,79",Zweq
318,11,"Gravity Ride","23,07",Zweq
318,12,"Islands in the Sky","20,65",Honza
318,13,"Hill Legend","13,88",Xiphias
318,14,Loop-de-Loop,"17,61",Zweq
318,15,"Serpents Tale","51,44",Bjenn
318,16,"New Wave","1:23,33",John
318,17,Labyrinth,"53,64",zaraptor
318,18,Spiral,"44,38",Kazan
318,19,Turnaround,"36,02",Zweq
318,20,"Upside Down","57,76",John
318,21,Hangman,"14,37",Kazan
318,22,Slalom,"38,73","Raven [EPO]"
318,23,"Quick Round","35,74",Zweq
318,24,"Ramp Frenzy","41,36",Zweq
318,25,Precarious,"24,26",Zweq
318,26,Circuitous,"21,88",Zweq
318,27,"Shelf Life","33,70",Kazan
318,28,"Bounce Back","48,48",Zweq
318,29,Headbanger,"42,89",John
318,30,Pipe,"32,89","Jeppe [NL]"
318,31,"Animal Farm","1:10,59",John
318,32,"Steep Corner","42,53",Madness
318,33,Zig-Zag,"55,19",Cap
318,34,"Bumpy Journey","36,44",Zweq
318,35,"Labyrinth Pro","2:13,43",John
318,36,"Fruit in the Den","57,08",Zweq
318,37,Jaws,"53,42",Zweq
318,38,Curvaceous,"28,90",Madness
318,39,Haircut,"38,92",John
318,40,"Double Trouble","1:20,41",Kazan
318,41,Framework,"38,56",adi
318,42,Enduro,"47,45",John
318,43,"He He","56,18",Zweq
318,44,Freefall,"11,46",mr
318,45,Sink,"32,45",Bjenn
318,46,Bowling,"52,44",Zweq
318,47,Enigma,"19,16",Stini
318,48,Downhill,"45,35",Zweq
318,49,"What the Heck","37,95",John
318,50,"Expert System","52,26",romy4
318,51,"Tricks Abound","41,79",Kazan
318,52,"Hang Tight","24,51",Jarkko
318,53,Hooked,"17,09",Jarkko
318,54,"Apple Harvest","1:14,72",John
319,1,"Warm Up","14,00",Zweq
319,2,"Flat Track","15,04",Zweq
319,3,"Twin Peaks","17,74",Madness
319,4,"Over and Under","29,54",zaraptor
319,5,"Uphill Battle","19,79",Jarkko
319,6,"Long Haul","30,36",milagros
319,7,"Hi Flyer","28,32",Zweq
319,8,Tag,"20,59",Bjenn
319,9,"Tunnel Terror","51,88",Zweq
319,10,"The Steppes","10,79",Zweq
319,11,"Gravity Ride","23,07",Zweq
319,12,"Islands in the Sky","20,65",Honza
319,13,"Hill Legend","13,88",Xiphias
319,14,Loop-de-Loop,"17,61",Zweq
319,15,"Serpents Tale","51,44",Bjenn
319,16,"New Wave","1:23,33",John
319,17,Labyrinth,"53,64",zaraptor
319,18,Spiral,"44,24",_Mika
319,19,Turnaround,"36,02",Zweq
319,20,"Upside Down","57,76",John
319,21,Hangman,"14,37",Kazan
319,22,Slalom,"38,73","Raven [EPO]"
319,23,"Quick Round","35,74",Zweq
319,24,"Ramp Frenzy","41,36",Zweq
319,25,Precarious,"24,26",Zweq
319,26,Circuitous,"21,88",Zweq
319,27,"Shelf Life","33,70",Kazan
319,28,"Bounce Back","48,48",Zweq
319,29,Headbanger,"42,89",John
319,30,Pipe,"32,89","Jeppe [NL]"
319,31,"Animal Farm","1:10,59",John
319,32,"Steep Corner","42,44",Kazan
319,33,Zig-Zag,"55,19",Cap
319,34,"Bumpy Journey","36,37",Madness
319,35,"Labyrinth Pro","2:13,43",John
319,36,"Fruit in the Den","57,08",Zweq
319,37,Jaws,"53,42",Zweq
319,38,Curvaceous,"28,90",Madness
319,39,Haircut,"38,92",John
319,40,"Double Trouble","1:20,41",Kazan
319,41,Framework,"38,56",adi
319,42,Enduro,"47,45",John
319,43,"He He","56,18",Zweq
319,44,Freefall,"11,46",mr
319,45,Sink,"32,45",Bjenn
319,46,Bowling,"52,44",Zweq
319,47,Enigma,"19,16",Stini
319,48,Downhill,"45,35",Zweq
319,49,"What the Heck","37,95",John
319,50,"Expert System","52,26",romy4
319,51,"Tricks Abound","41,79",Kazan
319,52,"Hang Tight","24,51",Jarkko
319,53,Hooked,"17,09",Jarkko
319,54,"Apple Harvest","1:14,72",John
320,1,"Warm Up","14,00",Zweq
320,2,"Flat Track","15,04",Zweq
320,3,"Twin Peaks","17,74",Madness
320,4,"Over and Under","29,54",zaraptor
320,5,"Uphill Battle","19,79",Jarkko
320,6,"Long Haul","30,36",milagros
320,7,"Hi Flyer","28,32",Zweq
320,8,Tag,"20,59",Bjenn
320,9,"Tunnel Terror","51,88",Zweq
320,10,"The Steppes","10,79",Zweq
320,11,"Gravity Ride","23,07",Zweq
320,12,"Islands in the Sky","20,65",Honza
320,13,"Hill Legend","13,88",Xiphias
320,14,Loop-de-Loop,"17,61",Zweq
320,15,"Serpents Tale","51,44",Bjenn
320,16,"New Wave","1:23,33",John
320,17,Labyrinth,"53,64",zaraptor
320,18,Spiral,"44,24",_Mika
320,19,Turnaround,"36,02",Zweq
320,20,"Upside Down","57,76",John
320,21,Hangman,"14,37",Kazan
320,22,Slalom,"38,73","Raven [EPO]"
320,23,"Quick Round","35,74",Zweq
320,24,"Ramp Frenzy","41,36",Zweq
320,25,Precarious,"24,26",Zweq
320,26,Circuitous,"21,88",Zweq
320,27,"Shelf Life","33,70",Kazan
320,28,"Bounce Back","48,48",Zweq
320,29,Headbanger,"42,89",John
320,30,Pipe,"32,89","Jeppe [NL]"
320,31,"Animal Farm","1:10,59",John
320,32,"Steep Corner","42,36",Kazan
320,33,Zig-Zag,"55,19",Cap
320,34,"Bumpy Journey","36,37",Madness
320,35,"Labyrinth Pro","2:13,43",John
320,36,"Fruit in the Den","57,08",Zweq
320,37,Jaws,"53,42",Zweq
320,38,Curvaceous,"28,90",Madness
320,39,Haircut,"38,92",John
320,40,"Double Trouble","1:20,41",Kazan
320,41,Framework,"38,56",adi
320,42,Enduro,"47,45",John
320,43,"He He","56,18",Zweq
320,44,Freefall,"11,46",mr
320,45,Sink,"32,45",Bjenn
320,46,Bowling,"52,44",Zweq
320,47,Enigma,"19,16",Stini
320,48,Downhill,"45,35",Zweq
320,49,"What the Heck","37,95",John
320,50,"Expert System","51,32",Bjenn
320,51,"Tricks Abound","41,79",Kazan
320,52,"Hang Tight","24,51",Jarkko
320,53,Hooked,"17,09",Jarkko
320,54,"Apple Harvest","1:14,72",John
321,1,"Warm Up","14,00",Zweq
321,2,"Flat Track","15,04",Zweq
321,3,"Twin Peaks","17,74",Madness
321,4,"Over and Under","29,54",zaraptor
321,5,"Uphill Battle","19,79",Jarkko
321,6,"Long Haul","30,36",milagros
321,7,"Hi Flyer","28,32",Zweq
321,8,Tag,"20,59",Bjenn
321,9,"Tunnel Terror","51,88",Zweq
321,10,"The Steppes","10,79",Zweq
321,11,"Gravity Ride","23,07",Zweq
321,12,"Islands in the Sky","20,65",Honza
321,13,"Hill Legend","13,88",Xiphias
321,14,Loop-de-Loop,"17,61",Zweq
321,15,"Serpents Tale","51,44",Bjenn
321,16,"New Wave","1:23,33",John
321,17,Labyrinth,"53,64",zaraptor
321,18,Spiral,"44,24",_Mika
321,19,Turnaround,"36,02",Zweq
321,20,"Upside Down","57,76",John
321,21,Hangman,"14,37",Kazan
321,22,Slalom,"38,73","Raven [EPO]"
321,23,"Quick Round","35,63","Raven [EPO]"
321,24,"Ramp Frenzy","41,36",Zweq
321,25,Precarious,"24,26",Zweq
321,26,Circuitous,"21,88",Zweq
321,27,"Shelf Life","33,70",Kazan
321,28,"Bounce Back","48,48",Zweq
321,29,Headbanger,"42,89",John
321,30,Pipe,"32,89","Jeppe [NL]"
321,31,"Animal Farm","1:10,59",John
321,32,"Steep Corner","42,36",Kazan
321,33,Zig-Zag,"55,19",Cap
321,34,"Bumpy Journey","36,37",Madness
321,35,"Labyrinth Pro","2:13,43",John
321,36,"Fruit in the Den","57,08",Zweq
321,37,Jaws,"53,42",Zweq
321,38,Curvaceous,"28,90",Madness
321,39,Haircut,"38,92",John
321,40,"Double Trouble","1:20,41",Kazan
321,41,Framework,"38,53",romy4
321,42,Enduro,"47,45",John
321,43,"He He","56,18",Zweq
321,44,Freefall,"11,46",mr
321,45,Sink,"32,45",Bjenn
321,46,Bowling,"52,44",Zweq
321,47,Enigma,"19,16",Stini
321,48,Downhill,"45,35",Zweq
321,49,"What the Heck","37,95",John
321,50,"Expert System","51,32",Bjenn
321,51,"Tricks Abound","41,79",Kazan
321,52,"Hang Tight","24,51",Jarkko
321,53,Hooked,"17,09",Jarkko
321,54,"Apple Harvest","1:14,72",John
322,1,"Warm Up","14,00",Zweq
322,2,"Flat Track","15,04",Zweq
322,3,"Twin Peaks","17,68",Kazan
322,4,"Over and Under","29,54",zaraptor
322,5,"Uphill Battle","19,79",Jarkko
322,6,"Long Haul","30,36",milagros
322,7,"Hi Flyer","28,32",Zweq
322,8,Tag,"20,59",Bjenn
322,9,"Tunnel Terror","51,88",Zweq
322,10,"The Steppes","10,79",Zweq
322,11,"Gravity Ride","23,07",Zweq
322,12,"Islands in the Sky","20,65",Honza
322,13,"Hill Legend","13,88",Xiphias
322,14,Loop-de-Loop,"17,61",Zweq
322,15,"Serpents Tale","51,44",Bjenn
322,16,"New Wave","1:23,33",John
322,17,Labyrinth,"53,64",zaraptor
322,18,Spiral,"44,24",_Mika
322,19,Turnaround,"36,02",Zweq
322,20,"Upside Down","57,76",John
322,21,Hangman,"14,37",Kazan
322,22,Slalom,"38,73","Raven [EPO]"
322,23,"Quick Round","35,63","Raven [EPO]"
322,24,"Ramp Frenzy","41,36",Zweq
322,25,Precarious,"24,26",Zweq
322,26,Circuitous,"21,88",Zweq
322,27,"Shelf Life","33,70",Kazan
322,28,"Bounce Back","48,48",Zweq
322,29,Headbanger,"42,89",John
322,30,Pipe,"32,89","Jeppe [NL]"
322,31,"Animal Farm","1:10,59",John
322,32,"Steep Corner","42,36",Kazan
322,33,Zig-Zag,"55,19",Cap
322,34,"Bumpy Journey","36,37",Madness
322,35,"Labyrinth Pro","2:13,43",John
322,36,"Fruit in the Den","57,08",Zweq
322,37,Jaws,"53,42",Zweq
322,38,Curvaceous,"28,90",Madness
322,39,Haircut,"38,92",John
322,40,"Double Trouble","1:20,41",Kazan
322,41,Framework,"38,39",adi
322,42,Enduro,"47,45",John
322,43,"He He","56,18",Zweq
322,44,Freefall,"11,46",mr
322,45,Sink,"32,45",Bjenn
322,46,Bowling,"52,44",Zweq
322,47,Enigma,"19,16",Stini
322,48,Downhill,"45,35",Zweq
322,49,"What the Heck","37,95",John
322,50,"Expert System","51,32",Bjenn
322,51,"Tricks Abound","41,79",Kazan
322,52,"Hang Tight","24,51",Jarkko
322,53,Hooked,"17,09",Jarkko
322,54,"Apple Harvest","1:14,72",John
323,1,"Warm Up","14,00",Zweq
323,2,"Flat Track","15,04",Zweq
323,3,"Twin Peaks","17,58",Kazan
323,4,"Over and Under","29,54",zaraptor
323,5,"Uphill Battle","19,79",Jarkko
323,6,"Long Haul","30,36",milagros
323,7,"Hi Flyer","28,32",Zweq
323,8,Tag,"20,59",Bjenn
323,9,"Tunnel Terror","51,88",Zweq
323,10,"The Steppes","10,79",Zweq
323,11,"Gravity Ride","23,07",Zweq
323,12,"Islands in the Sky","20,65",Honza
323,13,"Hill Legend","13,88",Xiphias
323,14,Loop-de-Loop,"17,61",Zweq
323,15,"Serpents Tale","51,44",Bjenn
323,16,"New Wave","1:23,33",John
323,17,Labyrinth,"53,64",zaraptor
323,18,Spiral,"44,24",_Mika
323,19,Turnaround,"36,02",Zweq
323,20,"Upside Down","57,76",John
323,21,Hangman,"14,37",Kazan
323,22,Slalom,"38,73","Raven [EPO]"
323,23,"Quick Round","35,63","Raven [EPO]"
323,24,"Ramp Frenzy","41,36",Zweq
323,25,Precarious,"24,26",Zweq
323,26,Circuitous,"21,88",Zweq
323,27,"Shelf Life","33,70",Kazan
323,28,"Bounce Back","48,48",Zweq
323,29,Headbanger,"42,89",John
323,30,Pipe,"32,89","Jeppe [NL]"
323,31,"Animal Farm","1:10,59",John
323,32,"Steep Corner","42,36",Kazan
323,33,Zig-Zag,"55,19",Cap
323,34,"Bumpy Journey","36,37",Madness
323,35,"Labyrinth Pro","2:13,43",John
323,36,"Fruit in the Den","57,08",Zweq
323,37,Jaws,"53,42",Zweq
323,38,Curvaceous,"28,90",Madness
323,39,Haircut,"38,92",John
323,40,"Double Trouble","1:20,41",Kazan
323,41,Framework,"38,38",adi
323,42,Enduro,"47,45",John
323,43,"He He","56,18",Zweq
323,44,Freefall,"11,46",mr
323,45,Sink,"32,45",Bjenn
323,46,Bowling,"52,44",Zweq
323,47,Enigma,"19,16",Stini
323,48,Downhill,"45,35",Zweq
323,49,"What the Heck","37,95",John
323,50,"Expert System","51,32",Bjenn
323,51,"Tricks Abound","41,79",Kazan
323,52,"Hang Tight","24,51",Jarkko
323,53,Hooked,"17,09",Jarkko
323,54,"Apple Harvest","1:14,72",John
324,1,"Warm Up","14,00",Zweq
324,2,"Flat Track","15,03",Ded
324,3,"Twin Peaks","17,55",Kazan
324,4,"Over and Under","29,16",Zweq
324,5,"Uphill Battle","19,79",Jarkko
324,6,"Long Haul","30,36",milagros
324,7,"Hi Flyer","28,32",Zweq
324,8,Tag,"20,59",Bjenn
324,9,"Tunnel Terror","51,88",Zweq
324,10,"The Steppes","10,79",Zweq
324,11,"Gravity Ride","23,07",Zweq
324,12,"Islands in the Sky","20,65",Honza
324,13,"Hill Legend","13,88",Xiphias
324,14,Loop-de-Loop,"17,61",Zweq
324,15,"Serpents Tale","51,44",Bjenn
324,16,"New Wave","1:23,33",John
324,17,Labyrinth,"53,64",zaraptor
324,18,Spiral,"44,24",_Mika
324,19,Turnaround,"36,02",Zweq
324,20,"Upside Down","57,76",John
324,21,Hangman,"14,37",Kazan
324,22,Slalom,"38,73","Raven [EPO]"
324,23,"Quick Round","35,63","Raven [EPO]"
324,24,"Ramp Frenzy","41,36",Zweq
324,25,Precarious,"24,26",Zweq
324,26,Circuitous,"21,88",Zweq
324,27,"Shelf Life","33,70",Kazan
324,28,"Bounce Back","48,48",Zweq
324,29,Headbanger,"42,89",John
324,30,Pipe,"32,89","Jeppe [NL]"
324,31,"Animal Farm","1:10,59",John
324,32,"Steep Corner","42,36",Kazan
324,33,Zig-Zag,"55,19",Cap
324,34,"Bumpy Journey","36,37",Madness
324,35,"Labyrinth Pro","2:13,43",John
324,36,"Fruit in the Den","57,08",Zweq
324,37,Jaws,"53,42",Zweq
324,38,Curvaceous,"28,90",Madness
324,39,Haircut,"38,92",John
324,40,"Double Trouble","1:20,41",Kazan
324,41,Framework,"38,38",adi
324,42,Enduro,"47,45",John
324,43,"He He","56,18",Zweq
324,44,Freefall,"11,46",mr
324,45,Sink,"32,45",Bjenn
324,46,Bowling,"52,44",Zweq
324,47,Enigma,"19,16",Stini
324,48,Downhill,"45,35",Zweq
324,49,"What the Heck","37,95",John
324,50,"Expert System","51,32",Bjenn
324,51,"Tricks Abound","41,79",Kazan
324,52,"Hang Tight","24,51",Jarkko
324,53,Hooked,"17,09",Jarkko
324,54,"Apple Harvest","1:14,72",John
325,1,"Warm Up","14,00",Zweq
325,2,"Flat Track","15,00",_Mika
325,3,"Twin Peaks","17,55",Kazan
325,4,"Over and Under","29,16",Zweq
325,5,"Uphill Battle","19,79",Jarkko
325,6,"Long Haul","30,36",milagros
325,7,"Hi Flyer","28,32",Zweq
325,8,Tag,"20,59",Bjenn
325,9,"Tunnel Terror","51,88",Zweq
325,10,"The Steppes","10,79",Zweq
325,11,"Gravity Ride","23,07",Zweq
325,12,"Islands in the Sky","20,65",Honza
325,13,"Hill Legend","13,88",Xiphias
325,14,Loop-de-Loop,"17,61",Zweq
325,15,"Serpents Tale","51,44",Bjenn
325,16,"New Wave","1:23,33",John
325,17,Labyrinth,"53,64",zaraptor
325,18,Spiral,"44,24",_Mika
325,19,Turnaround,"36,02",Zweq
325,20,"Upside Down","57,76",John
325,21,Hangman,"14,37",Kazan
325,22,Slalom,"38,73","Raven [EPO]"
325,23,"Quick Round","35,63","Raven [EPO]"
325,24,"Ramp Frenzy","41,36",Zweq
325,25,Precarious,"24,26",Zweq
325,26,Circuitous,"21,88",Zweq
325,27,"Shelf Life","33,70",Kazan
325,28,"Bounce Back","48,48",Zweq
325,29,Headbanger,"42,89",John
325,30,Pipe,"32,89","Jeppe [NL]"
325,31,"Animal Farm","1:10,59",John
325,32,"Steep Corner","42,36",Kazan
